1.00000,58.03700
2.00000,56.46196
3.00000,58.25110
4.00000,54.95844
5.00000,58.27699
6.00000,56.59629
7.00000,58.32357
8.00000,52.72753
9.00000,58.04378
10.00000,56.43545
11.00000,58.08942
12.00000,54.84295
13.00000,57.89895
14.00000,56.09573
15.00000,57.70456
16.00000,49.38180
17.00000,57.45558
18.00000,55.91854
19.00000,57.35529
20.00000,54.20589
21.00000,57.63670
22.00000,56.03234
23.00000,57.66286
24.00000,51.43845
25.00000,57.01096
26.00000,55.84819
27.00000,57.03724
28.00000,53.76396
29.00000,56.87220
30.00000,54.92978
31.00000,56.70520
33.00000,56.47902
34.00000,54.73168
35.00000,56.82484
36.00000,52.86785
37.00000,56.78381
38.00000,55.22416
39.00000,56.80057
40.00000,50.77995
41.00000,56.98588
42.00000,55.11829
43.00000,56.90293
44.00000,53.31758
45.00000,57.08688
46.00000,55.54876
47.00000,57.23778
48.00000,48.20980
49.00000,56.96549
50.00000,55.32998
51.00000,57.00555
52.00000,53.42953
53.00000,56.95259
54.00000,55.34540
55.00000,57.06296
56.00000,51.32187
57.00000,56.95156
58.00000,55.43897
59.00000,57.33630
60.00000,53.25860
61.00000,57.14968
62.00000,55.20748
63.00000,56.88247
65.00000,56.97808
66.00000,55.40969
67.00000,57.45304
68.00000,53.69706
69.00000,57.32515
70.00000,55.66264
71.00000,57.58279
72.00000,52.22056
73.00000,57.51194
74.00000,55.96178
75.00000,57.57336
76.00000,54.45494
77.00000,57.68017
78.00000,56.26975
79.00000,57.98044
80.00000,50.25910
81.00000,57.87082
82.00000,56.32277
83.00000,58.05361
84.00000,54.65120
85.00000,58.21950
86.00000,56.63990
87.00000,58.38183
88.00000,53.36457
89.00000,58.51487
90.00000,57.11924
91.00000,58.65358
92.00000,55.58510
93.00000,58.74951
94.00000,57.32815
95.00000,58.66998
97.00000,58.67137
98.00000,57.09410
99.00000,58.77733
100.00000,55.63054
101.00000,58.86177
102.00000,57.47088
103.00000,59.11099
104.00000,54.45581
105.00000,59.00928
106.00000,57.51559
107.00000,59.23338
108.00000,56.48701
109.00000,59.36439
110.00000,57.81509
111.00000,59.52620
112.00000,53.36359
113.00000,59.73723
114.00000,58.40760
115.00000,59.92261
116.00000,57.35564
117.00000,60.12441
118.00000,58.66087
119.00000,60.33819
120.00000,55.89336
121.00000,60.32459
122.00000,59.04291
123.00000,60.23910
124.00000,57.33361
125.00000,60.18696
126.00000,58.38028
127.00000,59.55324
