16.00000,47.95629
8.00000,51.65478
4.00000,54.22759
2.00000,55.80947
1.00000,57.47636
3.00000,57.64422
6.00000,55.85203
5.00000,57.66386
7.00000,57.69404
12.00000,54.08310
10.00000,55.74296
9.00000,57.44031
11.00000,57.46626
14.00000,55.28374
13.00000,57.19568
15.00000,57.00636
24.00000,50.46022
20.00000,53.33906
18.00000,55.10206
17.00000,56.87525
19.00000,56.70469
22.00000,55.29448
21.00000,56.98470
23.00000,57.06825
28.00000,52.89410
26.00000,55.08130
25.00000,56.38790
27.00000,56.33287
30.00000,54.13786
29.00000,56.17354
31.00000,56.08094
48.00000,46.92874
40.00000,49.74573
36.00000,51.88176
34.00000,53.83775
33.00000,55.79421
35.00000,56.17498
38.00000,54.44282
37.00000,56.19111
39.00000,56.10577
44.00000,52.46235
42.00000,54.35586
41.00000,56.37161
43.00000,56.23873
46.00000,54.79593
45.00000,56.44429
47.00000,56.54574
56.00000,50.14749
52.00000,52.51649
50.00000,54.54692
49.00000,56.29502
51.00000,56.38897
54.00000,54.45708
53.00000,56.24423
55.00000,56.37064
60.00000,52.31094
58.00000,54.63049
57.00000,56.21961
59.00000,56.70742
62.00000,54.39542
61.00000,56.44269
63.00000,56.18746
80.00000,48.93765
72.00000,51.15128
68.00000,52.78830
66.00000,54.66682
65.00000,56.34140
67.00000,56.81991
70.00000,54.89965
69.00000,56.72548
71.00000,56.95586
76.00000,53.61665
74.00000,55.19183
73.00000,56.93127
75.00000,56.92857
78.00000,55.50479
77.00000,57.03688
79.00000,57.31137
88.00000,52.26087
84.00000,53.76485
82.00000,55.50504
81.00000,57.25795
83.00000,57.43578
86.00000,55.89625
85.00000,57.60278
87.00000,57.71446
92.00000,54.70932
90.00000,56.37058
89.00000,57.85679
91.00000,58.01682
94.00000,56.63814
93.00000,58.14225
95.00000,58.05777
112.00000,52.21608
104.00000,53.53258
100.00000,54.81122
98.00000,56.33116
97.00000,58.11482
99.00000,58.11967
102.00000,56.71997
101.00000,58.24969
103.00000,58.54149
108.00000,55.73107
106.00000,56.75997
105.00000,58.40005
107.00000,58.60442
110.00000,57.11048
109.00000,58.70855
111.00000,58.90354
120.00000,55.07516
116.00000,56.61318
114.00000,57.78040
113.00000,59.15818
115.00000,59.33715
118.00000,57.93381
117.00000,59.53375
119.00000,59.69645
124.00000,56.67260
122.00000,58.34522
121.00000,59.73649
123.00000,59.65936
126.00000,57.67341
125.00000,59.58010
127.00000,58.96503
