1.00000,56.67507
2.00000,54.57319
3.00000,56.72838
4.00000,53.08967
5.00000,57.06150
6.00000,54.93561
7.00000,57.11068
8.00000,50.54961
9.00000,56.64509
10.00000,54.31824
11.00000,56.63443
12.00000,52.82998
13.00000,56.42790
14.00000,54.58844
15.00000,56.29720
16.00000,46.65763
17.00000,56.03074
18.00000,54.24639
19.00000,55.83816
20.00000,52.06830
21.00000,56.24287
22.00000,54.37882
23.00000,56.65337
24.00000,48.37394
25.00000,55.73069
26.00000,53.62560
27.00000,55.80801
28.00000,51.43235
29.00000,55.56955
30.00000,52.71770
31.00000,55.15868
33.00000,54.84897
34.00000,52.84022
35.00000,54.87059
36.00000,50.25864
37.00000,54.94307
38.00000,52.98750
39.00000,55.14861
40.00000,48.43188
41.00000,55.86535
42.00000,53.05054
43.00000,55.42414
44.00000,51.25415
45.00000,55.71004
46.00000,53.51650
47.00000,55.70189
48.00000,45.14731
49.00000,55.40413
50.00000,53.36932
51.00000,55.63216
52.00000,51.07499
53.00000,55.42072
54.00000,53.33370
55.00000,55.65684
56.00000,48.30963
57.00000,55.39597
58.00000,53.50259
59.00000,55.98139
60.00000,51.00758
61.00000,55.78184
62.00000,52.89784
63.00000,55.54353
65.00000,55.69892
66.00000,53.51079
67.00000,56.13241
68.00000,51.33273
69.00000,55.91497
70.00000,53.74843
71.00000,56.08541
72.00000,50.05483
73.00000,56.10753
74.00000,54.21722
75.00000,55.68952
76.00000,52.14357
77.00000,56.26999
78.00000,54.22013
79.00000,56.43510
80.00000,47.37088
81.00000,56.54494
82.00000,54.60288
83.00000,56.61672
84.00000,53.14342
85.00000,57.08309
86.00000,55.38802
87.00000,57.31209
88.00000,51.18792
89.00000,57.34639
90.00000,55.81566
91.00000,57.37312
92.00000,53.86082
93.00000,57.74190
94.00000,55.42871
95.00000,57.35623
97.00000,57.37278
98.00000,55.46036
99.00000,57.57088
100.00000,54.04550
101.00000,57.74470
102.00000,56.12298
103.00000,58.01598
104.00000,52.54207
105.00000,57.76028
106.00000,55.80405
107.00000,57.72343
108.00000,55.26423
109.00000,57.86880
110.00000,56.22968
111.00000,58.28415
112.00000,50.87311
113.00000,58.60624
114.00000,57.00455
115.00000,58.99469
116.00000,56.22982
117.00000,59.23181
118.00000,57.26184
119.00000,58.99084
120.00000,54.07185
121.00000,59.06873
122.00000,57.41318
123.00000,59.20549
124.00000,55.97875
125.00000,59.30105
126.00000,57.33760
127.00000,58.44325
