16.00000,47.38844
8.00000,51.08073
4.00000,53.55842
2.00000,55.06206
1.00000,56.92414
3.00000,57.33852
6.00000,55.32829
5.00000,57.20052
7.00000,57.35341
12.00000,53.16826
10.00000,54.66345
9.00000,56.73809
11.00000,56.95083
14.00000,54.88847
13.00000,56.73602
15.00000,56.48545
24.00000,49.27236
20.00000,52.86895
18.00000,54.59094
17.00000,56.32291
19.00000,56.34116
22.00000,54.88460
21.00000,56.59256
23.00000,56.84527
28.00000,52.37247
26.00000,54.22339
25.00000,56.17391
27.00000,56.00142
30.00000,53.38245
29.00000,55.77773
31.00000,55.57051
48.00000,45.71410
40.00000,49.08138
36.00000,51.16394
34.00000,53.23360
33.00000,55.43076
35.00000,55.75798
38.00000,53.63841
37.00000,55.51016
39.00000,55.89811
44.00000,52.03373
42.00000,54.03860
41.00000,56.14841
43.00000,55.99837
46.00000,54.23049
45.00000,56.20930
47.00000,56.30540
56.00000,48.86923
52.00000,52.09773
50.00000,54.10809
49.00000,55.92216
51.00000,56.23271
54.00000,53.84249
53.00000,55.85402
55.00000,56.17561
60.00000,51.53086
58.00000,54.00758
57.00000,55.83968
59.00000,56.48129
62.00000,53.68538
61.00000,56.24826
63.00000,55.81393
80.00000,47.80609
72.00000,50.52536
68.00000,51.90632
66.00000,53.93661
65.00000,56.00407
67.00000,56.47638
70.00000,54.09810
69.00000,56.09335
71.00000,56.22465
76.00000,53.05294
74.00000,54.95349
73.00000,56.70117
75.00000,56.66885
78.00000,55.23815
77.00000,56.93114
79.00000,57.06149
88.00000,52.00083
84.00000,53.54926
82.00000,55.26521
81.00000,57.09936
83.00000,57.17547
86.00000,55.71548
85.00000,57.50962
87.00000,57.50703
92.00000,54.17392
90.00000,56.02592
89.00000,57.56888
91.00000,57.75270
94.00000,55.89315
93.00000,57.87304
95.00000,57.65355
112.00000,51.27613
104.00000,52.79333
100.00000,54.28563
98.00000,56.01424
97.00000,57.57818
99.00000,57.68652
102.00000,56.58924
101.00000,58.17909
103.00000,58.44553
108.00000,55.35090
106.00000,56.17945
105.00000,57.97177
107.00000,58.14838
110.00000,56.71052
109.00000,58.35523
111.00000,58.65786
120.00000,54.53971
116.00000,56.48435
114.00000,57.49148
113.00000,59.01968
115.00000,59.08489
118.00000,57.73727
117.00000,59.34001
119.00000,59.31697
124.00000,56.41931
122.00000,57.95037
121.00000,59.40611
123.00000,59.32490
126.00000,57.50280
125.00000,59.42751
127.00000,58.48105
